customer_id,full_name,age,gender,country,city,occupation,annual_income,account_age_days,kyc_status,pep_flag,sanctions_flag,onboarding_date,risk_category,email,phone_number,customer_age_group,kyc_risk_flag
CUST-286450,Sarah Soto,82,Other,JP,Port Michaelborough,Software engineer,47531.0,1321,Pending,0,0,2022-10-05,High,lrivas@example.org,+1-592-818-3246x6494,65+,1
CUST-542904,Robert Curry,19,Other,JO,Porterton,"Scientist, research (medical)",39253.0,1561,Verified,0,0,2022-02-07,Medium,andrew05@example.net,(305)550-5681x547,18-25,0
CUST-922458,Suzanne Stanley,55,Male,JP,Port Jennifer,Analytical chemist,38927.0,133,Verified,0,0,2026-01-05,Medium,bellscott@example.net,624-419-9807x2298,46-65,0
CUST-922405,Ronnie Matthews,54,Other,FR,Reevesburgh,Haematologist,54931.0,1563,Verified,0,0,2022-02-05,Low,rogersmary@example.net,6756890833,46-65,0
CUST-918859,Richard Anderson,74,Male,NL,Michaelberg,Occupational psychologist,22352.0,2887,Pending,0,0,2018-06-22,Medium,terri86@example.net,+1-285-396-9838,65+,1
CUST-815819,Wendy Heath,27,Male,CH,East Katie,Operational investment banker,35502.0,3011,Verified,0,0,2018-02-18,Medium,robert72@example.com,001-335-942-2483x0032,26-45,0
CUST-588983,Kevin Lopez,37,Male,MA,Smithland,Radiation protection practitioner,17726.0,1322,Verified,0,0,2022-10-04,Medium,vaguirre@example.com,458.307.0039,26-45,0
CUST-433299,Jenna Waller,85,Male,CH,North Cassidy,Administrator,27637.0,2133,Verified,0,0,2020-07-15,Medium,xhorn@example.org,342-616-1175x769,65+,0
CUST-447148,Scott Jones,64,Female,US,North Kimberlybury,Fast food restaurant manager,,3083,Verified,0,0,2017-12-08,Low,,nan,46-65,0
CUST-751303,David Baker,49,Male,JP,South Katherinemouth,"Accountant, chartered public finance",23573.0,1315,Verified,0,0,2022-10-11,Low,lrusso@example.org,(787)559-8295,46-65,0
CUST-493172,Mary Brown,83,Other,AU,West Christopher,Leisure centre manager,33409.0,180,Verified,0,0,2025-11-19,Low,heather49@example.org,001-820-883-6989,65+,0
CUST-107686,Kim Lopez,26,Male,FR,New Charles,Social researcher,12422.0,3169,Verified,0,0,2017-09-13,Low,xtaylor@example.com,8354630089,26-45,0
CUST-777968,Laurie Hanna,27,Other,JP,East Matthew,Sports development officer,95289.0,98,Verified,0,0,2026-02-09,Low,sheri47@example.org,427-739-0913,26-45,0
CUST-371212,Laura Hall,70,Female,AU,Matthewtown,English as a foreign language teacher,10892.0,1657,Verified,0,0,2021-11-03,Medium,,832-702-0471x469,65+,0
CUST-147727,Jennifer Watts,27,Female,CH,East Cindyfurt,Chartered legal executive (England and Wales),9415.0,435,Verified,0,0,2025-03-09,Low,morrisangela@example.org,001-243-515-8648x81835,26-45,0
CUST-597012,Steven Watson,38,Other,US,Mccallburgh,Visual merchandiser,49547.0,3059,Verified,0,0,2018-01-01,Low,steven67@example.net,001-410-912-5148x913,26-45,0
CUST-779414,Jamie Cooper,65,Male,DE,Gracemouth,"Restaurant manager, fast food",38336.0,2274,Verified,0,0,2020-02-25,Low,ethompson@example.org,449.481.0611,46-65,0
CUST-861200,Joshua Duke,62,Male,CA,Erikberg,Building surveyor,34094.0,2646,Expired,0,0,2019-02-18,Medium,fwhitehead@example.com,+1-612-381-5708x74404,46-65,0
CUST-993650,Brianna Dixon,24,Other,AU,North Jasonshire,"Engineer, manufacturing",34195.0,2252,Verified,0,0,2020-03-18,Low,thomasbenjamin@example.net,+1-318-846-3506x077,18-25,0
CUST-787313,Phillip Williams,48,Male,GB,South Matthew,"Engineer, electronics",21838.0,286,Expired,0,0,2025-08-05,Medium,wendy51@example.com,721-635-2702,46-65,0
CUST-946934,Jill Jones,58,Female,SA,Port Pattystad,"Pilot, airline",11753.0,1283,Verified,0,0,2022-11-12,Medium,steinnatalie@example.com,001-734-373-5159x1411,46-65,0
CUST-603268,Lauren Wu,77,Female,GB,East Benjamin,"Development worker, community",23226.0,1252,Verified,0,0,2022-12-13,Low,jacobwillis@example.com,(896)754-1213,65+,0
CUST-376021,Elaine Bennett,27,Other,AF,South Laurie,Quantity surveyor,13711.0,77,Pending,0,0,2026-03-02,High,zramos@example.net,562-598-9511,26-45,1
CUST-665892,Joshua Dixon,78,Other,SG,Wernerfurt,Records manager,43590.0,1499,Verified,0,0,2022-04-10,Low,angela83@example.com,572-394-9615,65+,0
CUST-111106,Margaret King,48,Other,JP,Port Ronnie,"Development worker, international aid",19871.0,3102,Verified,0,0,2017-11-19,Medium,martinanna@example.net,001-793-523-3185x4334,46-65,0
CUST-476224,Scott Allen,23,Male,SG,Rodriguezfort,Arts development officer,12359.0,950,Verified,0,0,2023-10-11,Low,cynthiamccoy@example.org,(747)593-2999x64737,18-25,0
CUST-148693,Stephanie Vincent,23,Other,GB,Christinemouth,Seismic interpreter,17589.0,2883,Rejected,0,0,2018-06-26,Low,brittany83@example.net,618.926.9853x866,18-25,1
CUST-716225,ROBERT CARTER,27,Other,US,South Ryan,Health physicist,29408.0,913,Verified,0,0,2023-11-17,Low,xcole@example.net,882.258.5716x2433,26-45,0
CUST-561267,Victoria Smith,39,Male,AF,Aaronside,Diagnostic radiographer,14844.0,2636,Verified,0,0,2019-02-28,Low,mcdowellroy@example.com,923-944-5878x24495,26-45,0
CUST-808029,Nicholas Kennedy,79,Female,US,East Joshuaburgh,Copy,12387.0,661,Verified,0,0,2024-07-26,Low,aguirrenancy@example.net,001-820-770-3635x080,65+,0
CUST-700067,Jonathan Best,36,Male,SA,Jamesland,Waste management officer,26123.0,738,Verified,0,0,2024-05-10,Low,samuel00@example.net,7014414823,26-45,0
CUST-327114,Mark Smith,75,Other,CH,Salasside,Legal secretary,26146.0,3553,Verified,0,0,2016-08-25,Low,ashleywade@example.com,267.888.6167,65+,0
CUST-377370,Jennifer Moreno,39,Other,JP,South Markberg,Pathologist,15446.0,1858,Verified,0,0,2021-04-16,Low,carloswilliams@example.org,(683)813-1907,26-45,0
CUST-540186,Meredith Vance,37,Other,IQ,Port Veronicastad,Dentist,15839.0,1950,Expired,0,0,2021-01-14,Low,shannon52@example.org,(989)392-1696x8091,26-45,0
CUST-101258,William Lutz,73,Other,CA,Hoopertown,Tree surgeon,25911.0,3584,Verified,0,0,2016-07-25,Low,patricia10@example.org,484.952.7066,65+,0
CUST-898531,Johnny Barnes,30,Female,LB,Derrickville,Animator,7993.0,1955,Pending,0,0,2021-01-09,High,ekelly@example.net,nan,26-45,1
CUST-647923,Brandon Simpson,33,Other,IR,West Matthewside,Radio producer,8223.0,2682,Verified,0,0,2019-01-13,Medium,joshuaallen@example.org,+1-382-887-1378x86375,26-45,0
CUST-544136,Jessica Reynolds,64,Other,US,Moorefurt,Theme park manager,13320.0,2788,Verified,0,0,2018-09-29,Medium,robertreynolds@example.net,764-481-8757,46-65,0
CUST-421549,James Roy,62,Other,CA,Williamsburgh,Environmental health practitioner,18969.0,566,Expired,0,0,2024-10-29,Low,reneeross@example.com,913-240-2656x924,46-65,0
CUST-924265,Cynthia Fitzgerald,61,Other,FR,Patrickborough,Speech and language therapist,27381.0,2804,Pending,0,0,2018-09-13,Medium,benjaminanderson@example.org,(251)937-8570,46-65,1
CUST-192422,Caitlin Snyder,26,Female,US,Christensenfurt,Network engineer,61867.0,328,Verified,0,0,2025-06-24,Low,summer84@example.com,+1-378-605-4926,26-45,0
CUST-911187,Michael Clements,40,Other,AU,Melindaborough,Community pharmacist,40149.0,44,Verified,0,0,2026-04-04,Low,deborahphillips@example.com,+1-434-946-7945x2394,26-45,0
CUST-745073,Yvette Moore,39,Other,ZW,Josestad,Armed forces logistics/support/administrative officer,19693.0,980,Verified,1,0,2023-09-11,High,nsmith@example.com,001-603-604-3469x3684,26-45,0
CUST-642892,Deborah Robinson,19,Other,JP,Port Jessicashire,Prison officer,21735.0,370,Verified,0,0,2025-05-13,Medium,leslie47@example.net,364.761.5115,18-25,0
CUST-303974,Kimberly Miller,76,Female,DE,West Tylerport,Lexicographer,10918.0,1070,Verified,0,0,2023-06-13,Medium,srobinson@example.org,789.676.6269,65+,0
CUST-664032,Annette Martinez,50,Other,AU,New Lisa,"Designer, exhibition/display",21742.0,1545,Verified,0,0,2022-02-23,Low,petersonsamantha@example.org,863.231.8804x26886,46-65,0
CUST-370343,Michael Cooper,26,Female,FR,Shermanstad,Quantity surveyor,17996.0,903,Verified,0,0,2023-11-27,Low,andrewshannah@example.com,nan,26-45,0
CUST-197527,Matthew Padilla,69,Other,JP,Lake Christopher,"Horticulturist, commercial",27609.0,1401,Verified,0,0,2022-07-17,Low,nortonvictor@example.com,001-518-526-7785x726,65+,0
CUST-299405,Melissa Chavez,81,Other,UA,Taylorberg,"Psychologist, forensic",12344.0,3013,Verified,0,0,2018-02-16,Medium,ybarrett@example.net,778-771-6479x57896,65+,0
CUST-182300,Rick Stewart,81,Other,IR,Sandersside,"Librarian, public",31683.0,3511,Verified,0,0,2016-10-06,High,townsenddana@example.net,474-281-4911x45088,65+,0
CUST-388078,Jeffrey Bates,80,Male,CH,South Carl,"Accountant, chartered management",64403.0,2094,Verified,0,0,2020-08-23,Low,brownbrian@example.com,(237)483-3931x054,65+,0
CUST-464158,Courtney Lewis,68,Other,SG,Lake Michael,Legal secretary,20411.0,1873,Rejected,0,0,2021-04-01,Low,,301.658.3632x430,65+,1
CUST-742544,Shannon Garza,51,Male,DE,Rhodesbury,"Sales professional, IT",29178.0,972,Verified,0,0,2023-09-19,Low,andreajoseph@example.org,675.277.1937x58434,46-65,0
CUST-995825,Eric Jones,69,Female,AU,Port Alicia,"Embryologist, clinical",35706.0,2341,Verified,0,0,2019-12-20,Low,wrighterica@example.net,910-734-3240,65+,0
CUST-305587,Sabrina Preston,36,Other,MA,West David,Clinical biochemist,16633.0,3301,Verified,0,0,2017-05-04,Medium,tfrye@example.net,(922)986-5337,26-45,0
CUST-517754,Matthew Lee,30,Other,SA,Garciamouth,Marine scientist,25767.0,883,Pending,0,0,2023-12-17,High,gibbsshelia@example.org,+1-440-705-4265x63159,26-45,1
CUST-949363,Dean Ross,50,Female,SD,New Tracy,Forest/woodland manager,22221.0,497,Verified,0,0,2025-01-06,High,nmeyers@example.org,343.708.1505x2431,46-65,0
CUST-472358,Lisa Sullivan,59,Other,AU,Wrightton,"Engineer, electrical",23585.0,3174,Pending,0,0,2017-09-08,High,ythompson@example.net,897-377-7116x8336,46-65,1
CUST-453777,Mary Macias,71,Other,FR,Mariohaven,Landscape architect,12821.0,1658,Pending,0,0,2021-11-02,Medium,mjones@example.org,7323896967,65+,1
CUST-514664,Michelle Francis,52,Female,SG,Lake Marissa,"Surveyor, mining",22407.0,1488,Pending,0,0,2022-04-21,Medium,annettemartin@example.net,nan,46-65,1
CUST-880009,Philip Hines,28,Male,SA,South Catherineberg,"Development worker, international aid",31213.0,422,Verified,0,0,2025-03-22,Low,hermanmichael@example.org,001-877-232-5619,26-45,0
CUST-375201,Brandon Burton,37,Male,FR,Port Kathleen,"Psychologist, clinical",60827.0,3627,Verified,0,0,2016-06-12,Low,baileybrady@example.org,001-887-740-2014x41373,26-45,0
CUST-795781,Maria Guerrero,63,Female,NL,West Stephanie,Speech and language therapist,43109.0,1914,Rejected,0,0,2021-02-19,Low,alvaradokrystal@example.net,(307)387-1085x86063,46-65,1
CUST-578720,Tracy Rodriguez,73,Other,FR,New Josephland,Air broker,99431.0,2187,Verified,0,0,2020-05-22,Low,bwerner@example.net,232.576.5391x406,65+,0
CUST-100096,Kelly Sparks,84,Male,GB,West Amanda,"Editor, magazine features",12872.0,1922,Verified,0,0,2021-02-11,Low,susan71@example.net,551-861-9770x27746,65+,0
CUST-935471,Roger Craig,18,Other,CA,Wardmouth,Learning disability nurse,40563.0,1687,Expired,0,0,2021-10-04,Low,avillegas@example.com,+1-580-732-8585x409,18-25,0
CUST-641704,Mathew Moore,52,Female,FR,Veronicamouth,Operational investment banker,25042.0,2179,Pending,0,0,2020-05-30,Medium,wademichelle@example.net,+1-505-398-9841x225,46-65,1
CUST-834498,Michelle Moore,80,Male,GB,New Larry,Tourism officer,102013.0,624,Verified,0,0,2024-09-01,Low,xfisher@example.com,001-730-354-2170x74163,65+,0
CUST-194578,Brittney Valdez,37,Male,AU,Riceview,"Radiographer, diagnostic",12508.0,1401,Verified,0,0,2022-07-17,Low,murphyandrew@example.com,697.939.7363x61553,26-45,0
CUST-253184,Sandra Barnes,25,Female,SG,Tuckerport,Advice worker,12236.0,293,Verified,0,0,2025-07-29,Low,krystal57@example.org,+1-888-411-3217x18907,18-25,0
CUST-361055,Lisa Bennett,67,Female,US,Jeffreyfort,Product designer,14478.0,138,Verified,0,0,2025-12-31,Low,ricardowilson@example.org,610.919.0035,65+,0
CUST-759726,Karen Bruce,23,Other,CH,Jenniferburgh,"Designer, television/film set",4980.0,2134,Verified,0,0,2020-07-14,Low,grantdavis@example.net,(361)743-1416x23529,18-25,0
CUST-763653,Richard Hendricks,73,Female,SY,Brittneyside,Educational psychologist,15244.0,3254,Verified,0,0,2017-06-20,Medium,lewissamuel@example.org,993.878.7488,65+,0
CUST-262520,Joshua Barry,65,Male,US,Victoriaborough,Fine artist,12946.0,2048,Verified,0,0,2020-10-08,Low,brandon63@example.com,323-465-3111x642,46-65,0
CUST-231939,Robert Nicholson,80,Male,GB,Simpsonborough,Landscape architect,24471.0,2288,Pending,0,0,2020-02-11,High,teresa26@example.org,nan,65+,1
CUST-362874,Christopher Henry,23,Female,JP,New Rhonda,"Psychologist, prison and probation services",27979.0,2290,Verified,0,0,2020-02-09,Low,yfox@example.com,001-917-204-2954,18-25,0
CUST-727761,Kendra Gill,38,Male,DE,Stanleyhaven,Music therapist,81905.0,1841,Verified,0,0,2021-05-03,Low,ckim@example.com,+1-898-214-4711,26-45,0
CUST-749838,Matthew White,64,Other,US,Brianside,Technical author,42842.0,2954,Verified,0,0,2018-04-16,Low,ericvargas@example.org,786.504.2310x3508,46-65,0
CUST-438270,Morgan Whitaker,70,Other,GB,Richardborough,Energy engineer,14708.0,395,Verified,0,0,2025-04-18,Low,kristy29@example.org,001-974-712-0673x559,65+,0
CUST-133362,Sarah Brown,67,Other,AU,Rebeccachester,"Engineer, materials",11744.0,2556,Pending,0,0,2019-05-19,Medium,,7273631414,65+,1
CUST-972496,Darren Bonilla,28,Female,SG,Reneeburgh,Research scientist (medical),31080.0,249,Verified,0,0,2025-09-11,Low,jamesbrown@example.com,+1-396-926-8739x89163,26-45,0
CUST-869969,John Holden,27,Female,AF,North Emily,Chief Financial Officer,8741.0,885,Rejected,0,0,2023-12-15,Medium,jimmorales@example.net,+1-671-943-7533x680,26-45,1
CUST-287588,Michael Thomas,71,Other,IQ,Lawrencestad,"Buyer, retail",79381.0,2616,Verified,0,0,2019-03-20,Medium,adamsamy@example.net,(434)356-9765x713,65+,0
CUST-453907,Katrina Walker,38,Other,CH,West Jennifer,Management consultant,50292.0,1815,Expired,0,0,2021-05-29,Low,tina69@example.net,+1-394-773-0597x72006,26-45,0
CUST-439162,Angela Ramirez,48,Other,DE,Lake Christopherstad,Insurance underwriter,15860.0,1537,Pending,0,0,2022-03-03,High,colemanshelia@example.com,(259)958-5565x7813,46-65,1
CUST-724702,Tonya Tran,20,Other,LB,North Vanessa,"Engineer, production",6639.0,3647,Verified,0,0,2016-05-23,Medium,matthewperez@example.com,+1-912-246-0229x221,18-25,0
CUST-680557,Wanda Meadows,83,Other,DE,Sandraberg,Educational psychologist,56823.0,2342,Verified,0,0,2019-12-19,Low,michael03@example.com,(470)772-0393,65+,0
CUST-414889,Deborah Rodriguez,29,Other,CA,Stephanieburgh,Operational researcher,20329.0,891,Pending,0,0,2023-12-09,Medium,zharris@example.com,(567)773-2216,26-45,1
CUST-199996,Michael Smith,56,Male,JP,Port Adamtown,Tour manager,52390.0,2361,Verified,0,0,2019-11-30,Low,hamptonjeffery@example.org,(763)785-8401x321,46-65,0
CUST-907812,Valerie Short,47,Other,FR,Beasleyborough,Clinical psychologist,7214.0,2468,Expired,0,0,2019-08-15,Low,cwest@example.com,(339)937-3195x933,46-65,0
CUST-626806,Joseph Harper,46,Male,NG,West Michelemouth,Higher education lecturer,14478.0,2997,Rejected,1,0,2018-03-04,Medium,scott11@example.com,876.288.9510x66017,46-65,1
CUST-186554,Mary King,78,Other,JP,Brendaborough,Contracting civil engineer,22107.0,2246,Verified,0,0,2020-03-24,Low,amanda38@example.com,+1-826-511-5357x375,65+,0
CUST-699083,Daniel Merritt,43,Other,FR,South Rachel,Estate agent,22762.0,3014,Verified,0,0,2018-02-15,Low,hilldebra@example.net,(735)489-0026,26-45,0
CUST-544114,Margaret Jenkins,64,Female,UA,Elizabethburgh,Air cabin crew,16073.0,1412,Verified,0,0,2022-07-06,Medium,kristenlopez@example.com,925.833.8020x307,46-65,0
CUST-147057,Elizabeth Greer,47,Male,JP,Sonyaview,Network engineer,34063.0,639,Pending,0,0,2024-08-17,Medium,jeremystewart@example.org,599-576-8666x64659,46-65,1
CUST-401659,Charlotte Jackson,19,Female,JP,East Ricardo,Records manager,10432.0,456,Verified,0,0,2025-02-16,Medium,kelly50@example.net,+1-431-582-1910,18-25,0
CUST-753306,Christopher Johnson,36,Other,JP,Jessicastad,Financial trader,19937.0,76,Verified,0,0,2026-03-03,Low,hernandezcynthia@example.org,583-936-3383,26-45,0
CUST-155663,Cynthia Taylor,77,Other,CH,East Rebeccaton,Print production planner,23961.0,273,Verified,0,0,2025-08-18,Low,yowens@example.org,nan,65+,0
CUST-342397,Kristi Page,66,Other,CH,West Johntown,Ambulance person,31574.0,408,Expired,0,0,2025-04-05,Low,ycaldwell@example.net,550.639.3118x2723,65+,0
CUST-122532,Kelsey Ramirez,23,Male,CH,Turnerberg,"Engineer, technical sales",36247.0,1249,Verified,0,0,2022-12-16,Low,holmesharry@example.com,001-749-473-5160x5613,18-25,0
CUST-625600,Joshua Carter,53,Male,FR,West Trevor,Adult nurse,,3600,Verified,1,0,2016-07-09,High,,nan,46-65,0
CUST-865344,Justin Jones,66,Other,CH,New Brian,Insurance account manager,7526.0,2509,Expired,0,0,2019-07-05,Medium,moranbrandon@example.net,001-614-633-6334x07802,65+,0
CUST-668573,Mr. Marcus Marshall,34,Male,FR,Seanville,Health service manager,53872.0,2380,Verified,0,0,2019-11-11,Low,esparzakenneth@example.org,859.241.8926,26-45,0
CUST-907455,Hayley Brown,36,Other,CH,Robertmouth,Photographer,27795.0,648,Verified,0,0,2024-08-08,Low,markchapman@example.org,704.866.4757x66595,26-45,0
CUST-434168,Billy Washington,70,Female,GB,West Jessicaport,Training and development officer,13043.0,3055,Expired,0,0,2018-01-05,Low,edward36@example.net,+1-682-505-6566x3593,65+,0
CUST-741709,Bruce Williams,52,Other,DE,Danielton,Orthoptist,65238.0,946,Verified,0,0,2023-10-15,Low,clarktrevor@example.org,9906531037,46-65,0
CUST-846606,Charles Marquez,65,Male,NL,Jaredbury,Comptroller,23884.0,2013,Verified,0,0,2020-11-12,Low,thomasjeremy@example.com,nan,46-65,0
CUST-878427,Eric Sims,43,Male,PK,Justinland,Barrister,50287.0,1800,Expired,0,0,2021-06-13,Medium,wrobinson@example.org,550.941.9666,26-45,0
CUST-964371,David Mendez,66,Other,GB,Diazport,Forensic psychologist,23092.0,2505,Expired,0,0,2019-07-09,Low,nathaniel64@example.org,(490)353-0574x80683,65+,0
CUST-357657,Mark Hood,84,Other,CA,Annabury,Professor Emeritus,93201.0,3012,Verified,0,0,2018-02-17,Low,candacestevens@example.net,+1-374-412-3242x7643,65+,0
CUST-399803,Christopher Johnson,77,Male,CA,South Lorishire,Paramedic,75262.0,2512,Expired,0,0,2019-07-02,Low,donna36@example.com,6718785191,65+,0
CUST-916558,Dr. Brian Conley,35,Female,CA,West Melissa,Theme park manager,18503.0,1847,Verified,0,0,2021-04-27,Low,larry39@example.net,424.937.1728x24115,26-45,0
CUST-846030,Jennifer Myers,38,Other,JP,Nicholasport,Writer,43481.0,374,Verified,0,0,2025-05-09,Medium,gbaker@example.net,001-245-706-3518,26-45,0
CUST-267666,Michael Fields,66,Other,CA,East Sandymouth,"Psychologist, counselling",34605.0,3147,Verified,0,0,2017-10-05,Low,walshglenn@example.com,880.215.4508x271,65+,0
CUST-423026,Rachel Ellis,57,Other,SG,West Thomasstad,"Horticulturist, commercial",57413.0,1828,Verified,0,0,2021-05-16,Low,,+1-575-889-0901x419,46-65,0
CUST-622864,Thomas King,18,Other,NL,Dustinfort,Tree surgeon,11209.0,975,Verified,0,0,2023-09-16,Low,rosskevin@example.net,543-811-1132,18-25,0
CUST-749871,Brittney Garrett,44,Male,EG,Port Patrickhaven,Archaeologist,35604.0,226,Verified,0,0,2025-10-04,Medium,gjohnson@example.com,+1-994-402-1988x966,26-45,0
CUST-269172,Kimberly Moore,54,Other,FR,Charlesview,"Scientist, audiological",46207.0,2867,Verified,0,0,2018-07-12,Low,ashley12@example.com,001-589-348-4954x71019,46-65,0
CUST-438503,Holly Beard,65,Female,SG,Lake Jefferyborough,Commercial/residential surveyor,6430.0,3107,Verified,0,0,2017-11-14,Low,nicholasthompson@example.net,+1-468-808-6461,46-65,0
CUST-320038,Brianna Mullins,44,Other,NG,Orozcostad,Occupational hygienist,9621.0,2341,Pending,0,0,2019-12-20,High,fcooke@example.com,001-448-441-0934x8112,26-45,1
CUST-547798,Brenda Mendoza,58,Female,DE,South Patriciatown,Sports therapist,5284.0,2553,Verified,0,0,2019-05-22,Medium,rebecca41@example.net,(689)430-5031x8141,46-65,0
CUST-344026,Desiree Little,55,Male,KP,Port Marieland,Government social research officer,18240.0,99,Verified,0,0,2026-02-08,Medium,ryandouglas@example.org,(479)719-8770,46-65,0
CUST-687638,Derrick Fritz,45,Male,FR,Cainhaven,Chief Marketing Officer,36398.0,2827,Verified,0,0,2018-08-21,Medium,dphelps@example.net,670.241.0500,26-45,0
CUST-515287,Elizabeth Chen,21,Male,UA,New Cathy,TEFL teacher,63047.0,3416,Verified,0,0,2017-01-09,Low,nhansen@example.org,+1-354-397-6734x6016,18-25,0
CUST-663051,Valerie Coleman,60,Female,SG,Nicolebury,Nutritional therapist,23199.0,1696,Expired,0,0,2021-09-25,Medium,robin17@example.net,2698566779,46-65,0
CUST-818791,David Porter,60,Female,PK,Davistown,"Lighting technician, broadcasting/film/video",68873.0,612,Verified,0,0,2024-09-13,Medium,garystephenson@example.com,8315492996,46-65,0
CUST-888047,James Arnold,57,Other,NL,West Donaldberg,Architectural technologist,8382.0,2908,Verified,0,0,2018-06-01,Low,phillip70@example.org,947.320.8223x85295,46-65,0
CUST-283514,Sharon Harrison,32,Female,SG,Jensenville,Visual merchandiser,6685.0,3186,Verified,0,0,2017-08-27,Low,hernandezkelly@example.com,(712)384-1155x5219,26-45,0
CUST-649063,Lisa Scott,57,Female,MA,Jessicaport,"Engineer, manufacturing systems",21186.0,3571,Verified,1,0,2016-08-07,High,gibbsjason@example.org,(642)779-1585x25587,46-65,0
CUST-221462,Virginia Gomez,18,Female,CH,Colemanbury,Web designer,28820.0,2815,Pending,0,0,2018-09-02,Medium,hamiltonaimee@example.com,(719)669-8137,18-25,1
CUST-895338,Jessica Lee,57,Other,NL,Wallbury,Banker,21528.0,1315,Verified,0,0,2022-10-11,Low,burnskristina@example.org,565.830.7743,46-65,0
CUST-753205,Donna Salinas,83,Male,US,Lake Andrewstad,Nature conservation officer,5181.0,1435,Verified,0,0,2022-06-13,Low,latoya08@example.org,661.239.5844,65+,0
CUST-666836,Suzanne Jackson,74,Male,LB,Lake Charlesmouth,"Engineer, communications",20694.0,1929,Expired,0,0,2021-02-04,Low,jonesnicole@example.net,(491)548-9370,65+,0
CUST-976792,Dr. Brady Price,75,Other,GB,Port Hannahchester,Cytogeneticist,8838.0,1362,Pending,0,0,2022-08-25,Medium,ambermoss@example.net,561.637.0170x46485,65+,1
CUST-952336,Dawn Guerra,77,Male,AU,Lake Justintown,Secretary/administrator,35198.0,2804,Verified,0,0,2018-09-13,Low,hmason@example.com,9938813588,65+,0
CUST-292259,Colin West,60,Female,AU,North Jenniferchester,Immigration officer,28470.0,124,Verified,0,0,2026-01-14,Low,lsmith@example.com,708-260-9214x20576,46-65,0
CUST-525392,Gregory Bass,31,Female,DE,North Joseph,Consulting civil engineer,11408.0,291,Pending,0,0,2025-07-31,High,xlong@example.com,9323112211,26-45,1
CUST-169268,Brandon Garrett,61,Male,SG,West Mallory,Learning mentor,15371.0,2421,Verified,1,0,2019-10-01,High,micheal03@example.org,001-947-657-4896,46-65,0
CUST-846490,Monica Brock,80,Male,DE,South Danielside,Exercise physiologist,10493.0,1897,Verified,0,0,2021-03-08,Low,esmith@example.com,9484606418,65+,0
CUST-908812,JASMINE SMITH,66,Female,AU,Rodriguezburgh,Corporate treasurer,21080.0,2705,Verified,0,0,2018-12-21,Medium,denisebrown@example.org,557.752.6584,65+,0
CUST-256464,Joann Thomas,75,Other,GB,Port Shawnmouth,Barrister's clerk,42984.0,2522,Verified,0,0,2019-06-22,Low,gwest@example.net,001-347-960-2618x3569,65+,0
CUST555844,Pedro Espinoza,62,Male,DE,East Sharonstad,Optometrist,11047.0,2505,Rejected,0,0,2019-07-09,Low,piercebrandon@example.com,001-942-211-8220,46-65,1
CUST-687234,Charles Nielsen,63,Male,NL,Port Jenniferville,"Engineer, land",31345.0,3546,Verified,0,0,2016-09-01,Low,heatherwatson@example.org,001-923-768-3574x97251,46-65,0
CUST-281833,Jasmine Wood,78,Male,UA,Lake Kyle,"Librarian, academic",15196.0,1576,Pending,0,0,2022-01-23,High,kirstenjackson@example.org,(691)317-7049,65+,1
CUST-116470,Mary Guzman,36,Other,NL,Kimberlyfort,Electrical engineer,12644.0,2695,Verified,1,0,2018-12-31,High,timothythompson@example.net,485.437.4145x41032,26-45,0
CUST-753523,Joseph Martin,41,Female,AU,Port Calvin,Drilling engineer,20436.0,2262,Pending,0,0,2020-03-08,High,mary72@example.com,608.249.8316x0165,26-45,1
CUST-626100,Lance Miller,52,Female,CH,Port Chelsea,"Engineer, manufacturing",10671.0,2361,Verified,1,0,2019-11-30,High,pamelarandolph@example.com,445.752.0438x22610,46-65,0
CUST-866816,Charles Faulkner,85,Female,AU,Lake Thomasview,"Engineer, materials",14949.0,321,Verified,0,0,2025-07-01,Low,dtorres@example.org,979.574.9432x555,65+,0
CUST-460234,Adam Barton,19,Female,AU,North Christina,Ophthalmologist,9523.0,1922,Verified,0,0,2021-02-11,Low,bentleysherri@example.org,+1-929-529-1818x9526,18-25,0
CUST-862285,Joseph Williams,51,Male,FR,Brianport,Educational psychologist,87143.0,2369,Verified,0,0,2019-11-22,Medium,kellykelley@example.org,369-714-0461x394,46-65,0
CUST-921834,Richard Miller Jr.,53,Female,LB,Garzaborough,Rural practice surveyor,22576.0,1151,Verified,0,0,2023-03-24,Medium,xfleming@example.net,528-242-8915x96085,46-65,0
CUST-283919,Erin Brown,51,Other,US,Lake Thomasstad,Advertising copywriter,13496.0,741,Pending,0,0,2024-05-07,Medium,russell40@example.com,990-476-6426x3416,46-65,1
CUST-889327,Kimberly Wood,70,Female,US,West Joannefurt,"Buyer, industrial",25585.0,1803,Pending,0,0,2021-06-10,High,omartin@example.net,+1-268-778-1309x094,65+,1
CUST-586554,Scott French,69,Female,GB,Port Thomas,"Scientist, forensic",20360.0,3057,Expired,0,0,2018-01-03,Low,fwilkinson@example.com,650-858-6065x7182,65+,0
CUST-936039,Sarah Freeman,75,Female,FR,Loriside,Nature conservation officer,18869.0,2172,Verified,0,0,2020-06-06,Low,reideric@example.org,(495)522-5521x47907,65+,0
CUST-451238,Michael Swanson,52,Female,SG,Lynchview,"Psychologist, educational",33857.0,1046,Verified,0,0,2023-07-07,Low,evansraymond@example.org,(447)531-2228,46-65,0
